codigo_estacion;nombre;latitud;longitud;comuna;provincia;region;pais
12620000;Penitente Alto;-52.2092;-71.6806;;;;
12622001;Rio Penitente En Morro Chico;-52.0511;-71.4247;Laguna Blanca;Magallanes;Magallanes y la Antártica Chilena;Chile
12622002;Villa Tehuelche;-52.4414;-71.4022;Laguna Blanca;Magallanes Province;Magallanes and Chilean Antarctica;Chile
12640001;Teniente Merino;-52.0342;-70.7333;San Gregorio;Magallanes;Magallanes y la Antártica Chilena;Chile
12680001;Monte Aymond;-52.1644;-69.6078;;;;
12802001;Rio Side En Cerro Sombrero;-52.7681;-69.2772;Primavera;Tierra del Fuego Province;Magallanes and Chilean Antarctica;Chile
12803000;Bahia Lomas;-52.5472;-69.3269;Primavera;Tierra del Fuego;Magallanes y la Antártica Chilena;Chile
12806004;Bahia San Felipe;-52.8697;-69.9319;Primavera;Tierra del Fuego;Magallanes y la Antártica Chilena;Chile
12809001;Porvenir;-53.2908;-70.37;Porvenir;Tierra del Fuego Province;Magallanes and Chilean Antarctica;Chile
12815001;Onaisin En Maria Cristina;-53.3056;-69.2675;;;;
12816001;Cameron;-53.6369;-69.6506;Timaukel;Tierra del Fuego Province;Magallanes and Chilean Antarctica;Chile
12820001;Rio Caleta En Tierra Del Fuego;-53.8586;-69.9989;;;;
12820002;Puerto Yartou;-53.8853;-70.1408;;;;
12821000;Rio Condor;-53.9964;-70.0781;Timaukel;Tierra del Fuego;Magallanes y la Antártica Chilena;Chile
12825002;Rio Azopardo En Desembocadura;-54.5028;-68.8244;;;;
12863001;San Sebastian;-53.3217;-68.6614;;;;
12873001;Russfin;-53.7594;-69.1892;Timaukel;Tierra del Fuego;Magallanes y la Antártica Chilena;Chile
12875000;Lago Blanco;-54.0533;-68.9578;Timaukel;Tierra del Fuego;Magallanes y la Antártica Chilena;Chile
12876001;Rio Grande En Tierra Del Fuego;-53.8928;-68.8844;;;;
12876003;Pampa Huanaco;-54.0497;-68.7997;;;;
12878002;Bahia Yendegaia;-54.8817;-68.6825;Cabo de Hornos;Antartica Chilena;Magallanes y la Antártica Chilena;Chile
12879000;Lago Deseado;-54.3378;-68.8242;;;;
12930001;Rio Robalo En Puerto Williams;-54.9469;-67.6392;Cabo de Hornos;Antártica Chilena;Magallanes and Chilean Antarctica;Chile
12930002;Lago Navarino;-55.0558;-67.2994;;;;
12930003;Robalo Alto;-54.9769;-67.6744;Cabo de Hornos;Antártica Chilena;Magallanes and Chilean Antarctica;Chile
12930004;Puerto Navarino;-54.9256;-68.3236;;;;
12930005;Puerto Toro;-55.0822;-67.0758;;;;
180005;Chacalluta Arica Ap.;-18.3514;-70.3358;Arica;Arica;Arica y Parinacota;Chile
200006;Diego Aracena Iquique Ap.;-20.5397;-70.1786;Iquique;Iquique;Tarapacá;Chile
220002;El Loa Calama Ad.;-22.4989;-68.9072;Calama;El Loa;Antofagasta;Chile
230001;Cerro Moreno Antofagasta Ap.;-23.4503;-70.4411;Antofagasta;Antofagasta Province;Antofagasta;Chile
270001;Mataveri Isla De Pascua Ap.;-27.1606;-109.427;Easter Island;Easter Island;Valparaíso;Chile
270008;Desierto De Atacama Caldera Ap.;-27.2639;-70.7742;Chile;Caldera;Copiapó Province;Atacama
290004;La Florida La Serena Ad.;-29.9175;-71.2011;La Serena;Elqui;Coquimbo;Chile
330007;Rodelillo Ad.;-33.0367;-71.5342;Viña del Mar;Valparaiso;Valparaíso;Chile
330019;Eulogio Sanchez Tobalaba Ad.;-33.4544;-70.5478;La Reina;Santiago;Región Metropolitana;Chile
330020;Quinta Normal Santiago;-33.445;-70.6828;Estación Central;Santiago;Región Metropolitana;Chile
330021;Pudahuel Santiago;-33.3919;-70.7944;Pudahuel;Santiago;Región Metropolitana;Chile
330030;Santo Domingo Ad.;-33.655;-71.6142;San Antonio;Valparaíso;Chile;2720000
330031;Juan Fernandez Estacion Meteorologica;-33.6367;-78.835;Juan Fernández;Valparaiso;Valparaíso;Chile
340031;General Freire Curico Ad.;-34.9664;-71.2167;Curicó;Curicó;Maule;Chile
360011;Bernardo O'Higgins Chillan Ad.;-36.5872;-72.04;Chillan;Diguillín Province;Ñuble;Chile
360019;Carriel Sur Concepcion.;-36.7792;-73.0622;Concepción;Concepción Province;Bio Bio;Chile
370033;Maria Dolores Los Angeles Ad.;-37.4028;-72.4225;Los Ángeles;Biobio;Bío Bío;Chile
380013;Maquehue Temuco Ad.;-38.77;-72.6369;Padre las Casas;Cautín;Araucanía;Chile
390006;Pichoy Valdivia Ad.;-39.6506;-73.0808;Mariquina;Valdivia;Los Ríos;Chile
400009;Canal Bajo Osorno Ad.;-40.605;-73.0608;Osorno;Osorno;Los Lagos;Chile
410005;El Tepual Puerto Montt Ap.;-41.435;-73.0978;Puerto Montt;Llanquihue;Los Lagos;Chile
430002;Futaleufu Ad.;-43.1889;-71.8525;Futaleufú;Palena;Los Lagos;Chile
430004;Alto Palenaad.;-43.6117;-71.8053;Palena;Palena;Los Lagos;Chile
450001;Puerto Aysen Ad.;-45.3961;-72.6639;Aysén;Aysen;Aysén;Chile
450004;Teniente Vidal Coyhaique Ad.;-45.5939;-72.1086;Coyhaique;Coyhaique Province;Aysén;Chile
450005;Balmaceda Ad.;-45.9128;-71.6942;Coyhaique;Coihaique;Aysén;Chile
460001;Chile Chico Ad.;-46.5808;-71.6928;Chile Chico;General Carrera Province;Aysén;Chile
470001;Lord Cochrane Ad.;-47.2439;-72.5864;Cochrane;Aysen;Aysén;Chile
510005;Teniente Gallardo Puerto Natales Ad.;-51.6672;-72.5289;Natales;Ultima Esperanza;Magallanes y la Antártica Chilena;Chile
520006;Punta Arenas;-53.0033;-70.845;Punta Arenas;Magallanes;Magallanes y la Antártica Chilena;Chile
530005;Fuentes Martinez Porvenir Ad.;-53.1875;-70.3203;;;;
550001;Guardia Marina Zanartu Pto Williams Ad.;-54.9317;-67.6156;Cabo de Hornos;Antartica Chilena;Magallanes y la Antártica Chilena;Chile
950001;Eduardo Frei Montalva Antartica;-62.1997;-58.9642;;;;
AR000000011;Monte Caseros Aero;-30.267;-57.65;Monte Caseros;Monte Caseros Department;Corrientes;Argentina
AR000087007;La Quiaca Observato;-22.1;-65.6;La Quiaca;Yavi;Jujuy;Argentina
AR000087078;Las Lomitas;-24.7;-60.583;Las Lomitas;Patiño Department;Formosa Province;Argentina
AR000087129;Santiago Del Estero;-27.767;-64.3;Capital;Santiago del Estero;Argentina;G4204
AR000087155;Resistencia Aero;-27.45;-59.05;Resistencia;San Fernando;Chaco;Argentina
AR000087217;La Rioja Aero.;-29.383;-66.817;La Rioja;Capital;La Rioja;Argentina
AR000087257;Ceres Aero;-29.883;-61.95;Ceres;San Cristóbal;Santa Fe;Argentina
AR000087270;Reconquista Aero;-29.183;-59.7;Reconquista;General Obligado Department;Santa Fe Province;Argentina
AR000087344;Cordoba Aero;-31.317;-64.217;Córdoba;Capital;Córdoba;Argentina
AR000087374;Parana Aero;-31.783;-60.483;Parana;Paraná Department;Entre Rios;Argentina
AR000087418;Mendoza Aero;-32.833;-68.783;Las Heras;Las Heras Department;Mendoza Province;Argentina
AR000087534;Laboulaye Aero;-34.133;-63.367;Laboulaye;Presidente Roque Sáenz Peña Department;Cordoba;Argentina
AR000087623;Santa Rosa Aero;-36.567;-64.266;Santa Rosa;Department Capital;La Pampa;Argentina
AR000087692;Mar Del Plata Aero;-37.933;-57.583;Mar del Plata;General Pueyrredón;Buenos Aires Province;Argentina
AR000087715;Neuquen Aero;-38.95;-68.133;Confluencia;Neuquén;Argentina;Q8300
AR000087803;Esquel Aero;-42.933;-71.15;Esquel;Futaleufú Department;Chubut Province;Argentina
AR000087828;Trelew Aero;-43.2;-65.266;Trelew;Rawson Department;Chubut Province;Argentina
AR000087860;Comodoro Rivadavia;-45.783;-67.5;Comodoro Rivadavia;Escalante Department;Chubut Province;Argentina
AR000087925;Rio Gallegos Aero;-51.617;-69.283;Rio Gallegos;Güer Aike Department;Santa Cruz Province;Argentina
AR000870470;Salta Aero;-24.85;-65.483;Salta;Capital Department;Salta Province;Argentina
AR000875440;Pehuajo Aero;-35.867;-61.9;Pehuajó;Pehuajó Partido;Buenos Aires Province;Argentina
AR000875850;Buenos Aires Observ;-34.583;-58.483;Parque Chas;Comuna 15;Buenos Aires;Argentina
AR000877500;Bahia Blanca Aero;-38.733;-62.167;Bahía Blanca;Bahía Blanca;Buenos Aires Province;Argentina
ARM00087016;Oran;-23.153;-64.329;Salta;Argentina;A4530;FDN
ARM00087022;General Enrique Mosconi Tarta;-22.62;-63.794;General Mosconi;General José de San Martín;Salta Province;Argentina
ARM00087046;Jujuy;-24.393;-65.098;Ciudad Perico;El Carmen Department;Jujuy;Argentina
ARM00087121;Teniente Benjamin Matienzo;-26.841;-65.105;Delfín Gallo;Cruz Alta Department;Tucumán;Argentina
ARM00087148;Presidencia Roque Saenz Pena;-26.733;-60.483;Presidencia Roque Sáenz Peña;Comandante Fernández Department;Chaco Province;Argentina
ARM00087162;Formosa;-26.213;-58.228;Formosa;Formosa Department;Formosa Province;Argentina
ARM00087166;Corrientes;-27.446;-58.762;Corrientes;Capital Department;Corrientes;Argentina
ARM00087178;Posadas;-27.386;-55.971;Posadas;Capital Department, Misiones;Misiones Province;Argentina
ARM00087222;Catamarca;-28.596;-65.752;Catamarca;Capital Department;Catamarca Province;Argentina
ARM00087244;Villa Maria Del Rio;-29.9;-63.683;Villa de María del Río Seco;Río Seco Department;Cordoba;Argentina
ARM00087289;Paso De Los Libres;-29.689;-57.152;Paso de los Libres;Paso de los Libres;Corrientes;Argentina
ARM00087311;San Juan;-31.571;-68.418;Las Chacritas;9 de Julio;San Juan;Argentina
ARM00087320;Chamical Aero;-30.367;-66.283;Chamical;Chamical Department;La Rioja Province;Argentina
ARM00087328;Villa Dolores;-31.945;-65.146;Villa Dolores;San Javier Department;Cordoba;Argentina
ARM00087349;Pilar Observatorio;-31.667;-63.883;Pilar;Río Segundo Department;Cordoba;Argentina
ARM00087395;Comodoro Pierrestegui;-31.297;-57.997;Concordia;Concordia;Entre Ríos;Argentina
ARM00087416;San Martin;-33.083;-68.417;San Martín;San Martín Department;Mendoza Province;Argentina
ARM00087436;San Luis;-33.273;-66.356;San Luis;Juan Martín de Pueyrredón Department;San Luis Province;Argentina
ARM00087448;Villa Reynolds;-33.73;-65.387;Villa Reynolds;General Pedernera Department;San Luis Province;Argentina
ARM00087453;Rio Cuarto Area De Material;-33.085;-64.261;Río Cuarto;Río Cuarto Department;Cordoba;Argentina
ARM00087467;Marcos Juarez;-32.684;-62.158;Marcos Juárez;Marcos Juárez Department;Cordoba;Argentina
ARM00087480;Rosario;-32.904;-60.785;Funes;Rosario Department;Santa Fe Province;Argentina
ARM00087497;Gualeguaychu;-33.01;-58.613;Gualeguaychú;Gualeguaychú;Entre Ríos;Argentina
ARM00087506;Malargue;-35.494;-69.574;Malargüe;Malargüe Department;Mendoza Province;Argentina
ARM00087509;San Rafael;-34.588;-68.403;San Rafael;San Rafael Department;Mendoza Province;Argentina
ARM00087532;General Pico;-35.696;-63.758;General Pico;Maracó Department;La Pampa;Argentina
ARM00087548;Junin;-34.546;-60.931;Junín;Junín Partido;Buenos Aires Province;Argentina
ARM00087563;Las Flores;-36.067;-59.1;Las Flores;Las Flores Partido;Buenos Aires Province;Argentina
ARM00087576;Ministro Pistarini;-34.822;-58.536;Ezeiza;Ezeiza Partido;Buenos Aires Province;Argentina
ARM00087582;Aeroparque Jorge Newbery;-34.559;-58.416;Comuna 14;Buenos Aires;Argentina;C1425
ARM00087593;La Plata;-34.972;-57.895;Villa Elvira;La Plata Partido;Buenos Aires Province;Argentina
ARM00087640;Bolivar Aero;-36.2;-61.067;San Carlos de Bolívar;Bolívar Partido;Buenos Aires Province;Argentina
ARM00087641;Azul Aero;-36.833;-59.883;Azul;Azul Partido;Buenos Aires Province;Argentina
ARM00087645;Tandil;-37.237;-59.228;Tandil;Tandil Partido;Buenos Aires Province;Argentina
ARM00087648;Dolores Airport;-36.35;-57.733;Dolores;Dolores Partido;Buenos Aires Province;Argentina
ARM00087688;Tres Arroyos;-38.387;-60.33;Tres Arroyos;Tres Arroyos Partido;Buenos Aires Province;Argentina
ARM00087765;San Carlos De Bariloche;-41.151;-71.158;San Carlos de Bariloche;Bariloche Department;Río Negro;Argentina
ARM00087774;Maquinchao;-41.25;-68.733;;;;
ARM00087784;San Antonio Oeste Aero;-40.783;-65.1;Las Grutas;San Antonio Department;Río Negro;Argentina
ARM00087791;Gobernador Castello;-40.869;-63.0;Viedma;Adolfo Alsina Department;Río Negro;Argentina
ARM00087800;El Bolson;-41.943;-71.532;El Bolsón;Bariloche;Río Negro;Argentina
ARM00087852;Perito Moreno Arpt;-46.517;-71.017;Perito Moreno;Lago Buenos Aires Department;Santa Cruz Province;Argentina
ARM00087896;Puerto Deseado;-47.735;-65.904;Puerto Deseado;Deseado Department;Santa Cruz Province;Argentina
ARM00087904;El Calafate Aero;-50.267;-72.05;Estancia Quien Sabe;Lago Argentino;Santa Cruz;Argentina
ARM00087909;San Julian;-49.307;-67.803;Aeropuerto San Julián / Capitán D. Vázquez;Magallanes;Santa Cruz;Argentina
ARM00087934;Rio Grande;-53.778;-67.749;Rio Grande;Río Grande Department;Tierra del Fuego Province;Argentina
ARM00087938;Ushuaia Malvinas Argentinas;-54.843;-68.296;Ushuaia;Ushuaia Department;Tierra del Fuego Province;Argentina
ASM00094998;Macquarie Island;-54.499;158.937;;;;
ASN00094010;Cape Bruny Lighthouse;-43.4892;147.145;Kingborough Council;Tasmania;Australia;7150
ASN00094041;Maatsuyker Island Lighthouse;-43.6578;146.271;;;;
AYM00088963;Base Esperanza;-63.4;-56.983;;;;
AYM00088968;Base Orcadas;-60.733;-44.733;;;;
AYM00089034;Base Belgrano Ii;-77.867;-34.617;;;;
AYM00089050;Bellingshausen Aws;-62.183;-58.883;;;;
AYM00089053;Base Jubany;-62.233;-58.633;;;;
AYM00089055;Base Marambio;-64.233;-56.717;;;;
AYM00089056;Centro Met. Antartico Pdte. E;-62.183;-58.983;;;;
AYM00089057;Base Arturo Prat;-62.5;-59.683;;;;
AYM00089058;Great Wall;-62.217;-58.967;;;;
AYM00089059;Base Bernardo O'Higgins;-63.317;-56.683;;;;
AYM00089061;Palmer Station;-64.766;-64.083;;;;
AYM00089066;Base San Martin;-68.117;-67.133;;;;
AYM00089251;King Sejong;-62.217;-58.75;;;;
AYM00089504;Troll In Antarktis;-72.017;2.383;;;;
AYM00089512;Novolazarevskaja;-70.767;11.833;;;;
AYM00089571;Davis;-68.583;77.95;;;;
AYM00089574;Progress;-69.383;76.383;;;;
AYM00089592;Mirnyj;-66.55;93.017;;;;
AYM00089606;Vostok;-78.45;106.867;;;;
AYM00089611;Casey;-66.283;110.517;;;;
BL000085041;Cobija;-11.03;-68.78;Cobija;Nicolas Suarez;Pando Department;Bolivia
BL000085043;Riberalta;-11.0;-66.117;Las Piedras;Madre de Dios;Departamento de Pando;Bolivia
BL000085114;Magdalena;-13.333;-64.117;Magdalena;Itenez;Beni Department;Bolivia
BL000085141;Rurrenabaque;-14.47;-67.57;San Buenaventura;Iturralde;La Paz Department;Bolivia
BL000085223;Cochabamba;-17.42;-66.18;Cochabamba;Cercado;Cochabamba Department;Bolivia
BL000085364;Tarija;-21.55;-64.7;Tarija;Cercado;Tarija Department;Bolivia
BL000085365;Yacuiba;-21.95;-63.65;Yacuíba;Gran Chaco;Tarija Department;Bolivia
BLM00085104;San Joaquin;-13.067;-64.667;San Joaquin;Mamore;Beni Department;Bolivia
BLM00085109;San Ramon;-13.3;-64.7;San Ramón;Mamore;Beni Department;Bolivia
BLM00085123;Santa Ana Del Yacuma;-13.762;-65.435;Santa Ana del Yacuma;Yacuma;Departamento del Beni;Bolivia
BLM00085139;Santa Rosa;-14.067;-66.783;Santa Rosa de Yacuma;Jose Ballivian;Beni Department;Bolivia
BLM00085140;Reyes;-14.3;-67.367;Reyes;Jose Ballivian;Beni Department;Bolivia
BLM00085151;Apolo;-14.733;-68.417;Apolo;Franz Tamayo;La Paz Department;Bolivia
BLM00085152;San Borja/Capt Germ;-14.867;-66.75;San Borja;Jose Ballivian;Beni Department;Bolivia
BLM00085153;San Ignacio De Moxo;-14.967;-65.633;San Ignacio de Moxos;Moxos;Departamento del Beni;Bolivia
BLM00085154;Tte Av Jorge Henrich Arauz;-14.819;-64.918;Trinidad;Cercado;Beni Department;Bolivia
BLM00085175;Ascencion Guarayos;-15.717;-63.1;Ascención;Guarayos;Departamento de Santa Cruz;Bolivia
BLM00085195;San Javier;-16.267;-62.467;San Javier, Ñuflo de Chávez;Nuflo de Chavez;Santa Cruz Department;Bolivia
BLM00085196;Concepcion;-16.25;-62.1;Santa Anita;Ñuflo de Chávez;Departamento de Santa Cruz;Bolivia
BLM00085201;El Alto Intl;-16.513;-68.192;FRP5+Q6;El Alto;La Paz Department;Bolivia
BLM00085207;San Ignacio Velasco;-16.367;-60.95;San Ignacio de Velasco;José Miguel de Velasco;Santa Cruz Department;Bolivia
BLM00085210;San Matias;-16.333;-58.383;San Matías;Ángel Sandoval;Santa Cruz Department;Bolivia
BLM00085242;Juan Mendoza;-17.963;-67.076;Oruro;Cercado;Oruro Department;Bolivia
BLM00085244;Viru Viru Intl;-17.645;-63.135;Santa Cruz de la Sierra;Andrés Ibáñez Province;Santa Cruz Department;Bolivia
BLM00085245;El Trompillo;-17.812;-63.171;Santa Cruz de la Sierra;Provincia de Andrés Ibáñez;Departamento de Santa Cruz;Bolivia
BLM00085247;San Jose;-17.833;-60.75;San José de Chiquitos;Chiquitos Province;Santa Cruz Department;Bolivia
BLM00085264;Vallegrande;-18.467;-64.1;Vallegrande;Vallegrande;Santa Cruz Department;Bolivia
BLM00085268;Robore (Civ/Mil);-18.317;-59.75;Roboré;Chiquitos Province;Santa Cruz Department;Bolivia
BLM00085289;Tte De Av Salvador Ogaya G;-18.975;-57.821;Puerto Suárez;German Busch;Santa Cruz Department;Bolivia
BLM00085293;Capitan Nicolas Rojas;-19.543;-65.724;Villa Imperial de Potosí;Tomás Frías;Departamento de Potosí;Bolivia
BLM00085312;Monteagudo;-19.783;-63.917;Monteagudo;Hernando Siles;Chuquisaca Department;Bolivia
BLM00085315;Camiri;-20.05;-63.567;Camiri;Cordillera;Santa Cruz Department;Bolivia
BLM00085345;Tcnl Rafael Pabon;-21.255;-63.406;Villamontes;Gran Chaco;Departamento de Tarija;Bolivia
BR000047002;Salinopolis;-0.617;-47.383;9JM8+5R;Salinópolis;State of Pará;Brazil
BR000082400;Fernando De Noronha;-3.85;-32.417;5H2M+25;Fernando de Noronha;State of Pernambuco;Brazil
BR000082861;Conceicao Do Araguaia;-8.25;-49.28;Conceição do Araguaia;State of Pará;Brazil;68540-000
BR000352000;Altamira;-3.2;-52.2;Altamira;Altamira;Pará;Brazil
BR000956000;Alta Floresta (Aero;-9.867;-56.1;Alta Floresta;State of Mato Grosso;Brazil;78580-000
BR002143012;Juiz De Fora;-21.767;-43.35;Juiz de Fora;Minas Gerais;Brazil;36016-320
BR002548005;Paranagua;-25.517;-48.517;Paranaguá;Paraná;Brazil;83204-970
BR002554002;Iguazu Aero;-25.733;-54.467;Puerto Canoas;Iguazú;Misiones;Argentina
BR00E3-0520;Sao Paulo (Aeroport;-23.617;-46.65;São Paulo;São Paulo;Brazil;04053-042
BR037041370;Teresina (Aeroporto;-5.05;-42.817;Teresina;Piauí;Brazil;64006-160
BR038484280;Campina Grande;-7.217;-35.883;Campina Grande;Paraíba;Brazil;58400-097
BR038983570;Maceio (Aeroporto);-9.517;-35.783;F6M8+6Q;Maceió;State of Alagoas;Brazil
BR047635180;Bom Jesus Da Lapa;-13.267;-43.417;Bom Jesus da Lapa;State of Bahia;Brazil;47600-000
BR057324290;Montes Claros;-16.717;-43.867;Montes Claros;Minas Gerais;Brazil;39400-644
BRM00082098;Macapa;0.051;-51.072;Jesus de Nazaré;Macapá;Amapá;Brazil
BRM00082193;Val De Cans Intl;-1.379;-48.476;JGCF+9J;Belém;State of Pará;Brazil
BRM00082336;Itacoatiara;-3.127;-58.481;Itacoatiara;State of Amazonas;Brazil;69100-000
BRM00082361;Tucurui;-3.786;-49.72;677J+H2;Tucuruí;State of Pará;Brazil
BRM00082533;Manicore;-5.811;-61.278;Manicoré;Amazonas;Brazil;69280-000
BRM00082562;Maraba;-5.369;-49.138;JVJ6+CQ;Marabá;Pará;Brazil
BRM00083208;Vilhena;-12.694;-60.098;8W42+9R;Vilhena;Rondônia;Brazil
BRM00083344;Vitoria Da Conquista;-14.863;-40.863;Vitória da Conquista;Bahia;Brazil;45051-260
BRM00083566;Belo Horizonte (Confins) *;-19.833;-43.917;Belo Horizonte;Minas Gerais;Brazil;31842-330
BRM00083698;Bartolomeu Lisandro;-21.698;-41.302;Campos dos Goytacazes;Campos dos Goytacazes;State of Rio de Janeiro;Brazil
BRM00083746;Galeao Antonio Carlos Jobim;-22.809;-43.244;5QR4+CC;Rio de Janeiro;State of Rio de Janeiro;Brazil
BRM00083827;Cataratas Intl;-25.596;-54.487;Foz do Iguaçu;Foz do Iguaçu;Paraná;Brazil
CO000080001;San Andres (Isla)/S;12.583;-81.717;San Andrés;San Andrés y Providencia;Colombia;880001
CO000080222;Bogota/Eldorado;4.701;-74.15;;;;
CO000080259;Cali/Alfonso Bonill;3.55;-76.383;GJX8+XR;Palmira;Valle del Cauca;Colombia
CO000080342;Pasto/Antonio Narin;1.417;-77.267;CP8M+R6;Chachagüí;Nariño;Colombia
COM00080002;El Embrujo;13.357;-81.358;9J4R+QR;Providencia and Santa Catalina Islands;San Andres and Providencia;Colombia
COM00080009;Simon Bolivar;11.12;-74.231;4QC9+2J;Santa Marta;Magdalena;Colombia
COM00080022;Rafael Nunez;10.442;-75.513;Provincia de Cartagena;Bolívar;Colombia;130002
COM00080028;Ernesto Cortissoz;10.89;-74.781;V6R9+2J;Soledad;Atlántico;Colombia
COM00080035;Almirante Padilla;11.526;-72.926;;;;
COM00080036;Alfonso Lopez Pumarejo;10.435;-73.25;Valledupar;Cesar;Colombia;200003
COM00080063;Los Garzones;8.824;-75.826;R5FF+HH;Cereté;Cordoba;Colombia
COM00080084;Antonio Roldan Betancourt;7.812;-76.716;R76M+QJ;Carepa;Antioquia;Colombia
COM00080091;Yariguies;7.024;-73.807;Barrancabermeja;Santander;Colombia;687038
COM00080094;Palonegro;7.127;-73.185;4RG7+QX;Lebrija;Santander;Colombia
COM00080097;Camilo Daza;7.928;-72.512;San Cayetano;Norte de Santander;Colombia;545017
COM00080099;Santiago Perez;7.069;-70.737;;;;
COM00080110;Olaya Herrera;6.22;-75.591;Medellín;Antioquia;Colombia;050024
COM00080112;Jose Maria Cordova;6.165;-75.423;5H8G+2Q;Rionegro;Antioquia;Colombia
COM00080144;El Carano;5.691;-76.641;M9R5+CJ;Río Quito;Choco;Colombia
COM00080210;Matecana;4.813;-75.74;R776+62;Pereira;Risaralda;Colombia
COM00080211;El Eden;4.453;-75.766;F63M+6J;Armenia;Quindio;Colombia
COM00080214;Perales;4.422;-75.133;CVC8+QR;Ibague;Tolima;Colombia
COM00080234;Vanguardia;4.168;-73.614;599P+6C;Villavicencio;Meta;Colombia
COM00080315;Benito Salas;2.95;-75.294;Neiva;Huila;Colombia;410001
COM00080370;San Luis;0.862;-77.672;Aldana;Narino;Colombia;524547
COM00080398;Alfredo Vasquez Cobo;-4.193;-69.943;;;;
EC000000006;Pichilingue;-1.1;-79.467;Quevedo;Quevedo;Los Rios;Ecuador
ECM00084008;San Cristobal;-0.917;-89.617;39MM+56;Puerto Baquerizo Moreno;Galápagos Islands;Ecuador
ECM00084036;San Gabriel;0.6;-77.817;San Gabriel;Montufar;Carchi;Ecuador
ECM00084050;La Concordia;0.017;-79.367;Plan Piloto;La Concordia;Santo Domingo de los Tsáchilas;Ecuador
ECM00084088;Izobamba;-0.35;-78.55;Distrito Metropolitano de Quito;Pichincha;Ecuador;170711
ECM00084132;Nuevo Rocafuerte;-0.917;-75.417;Nuevo Rocafuerte;Aguarico;Orellana;Ecuador
ECM00084135;Portoviejo;-1.033;-80.45;XG8X+QX;Portoviejo;Manabí;Ecuador
ECM00084179;Puyo;-1.5;-77.9;Parroquia Tarqui;Pastaza;Pastaza;Ecuador
ECM00084226;Canar;-2.55;-78.933;Canar;Cañar;Cañar;Ecuador
ECM00084270;Loja/La Argelia;-4.033;-79.2;Loja;Loja;Loja;Ecuador
FG000081405;Rochambeau;4.833;-52.367;RJMM+56;Matoury;Arrondissement of Cayenne;French Guiana
FKM00088889;Mount Pleasant;-51.823;-58.447;Mount Pleasant;East Falkland;Falkland Islands (Islas Malvinas);FIQQ 1ZZ
FRM00061998;Port-Aux-Francais (Iles Kergu;-49.35;70.25;;;;
FSM00061997;Alfred Faure (Iles Crozet);-46.433;51.85;;;;
GYM00081001;Georgetown;6.8;-58.15;Princess Street;Georgetown;Demerara-Mahaica;Guyana
GYW00010502;Georgetown;6.5;-58.25;GQ22+22;Timehri;Demerara-Mahaica;Guyana
NSM00081225;Johan A Pengel Intl;5.453;-55.188;Witsanti;Zuid-Para;Para;Suriname
NZ000093844;Invercargill Airpor;-46.417;168.333;H8MM+65;Invercargill Airport;Southland;New Zealand
NZ000939450;Campbell Island Aws;-52.55;169.167;;;;
NZM00093781;Christchurch Intl;-43.489;172.532;GG6J+9Q;Christchurch;Canterbury;New Zealand
NZM00093929;Enderby Island Aws;-50.483;166.3;;;;
PA000086033;Bahia Negra;-20.23;-58.167;Bahía Negra;Bahía Negra;Alto Paraguay;Paraguay
PA000086068;Mariscal Estigarrib;-22.017;-60.6;Mariscal Estigarribia;Mariscal José Félix Estigarribia;Boquerón department;Paraguay
PA000086086;Puerto Casado;-22.283;-57.933;La Victoria;Puerto Casado;Alto Paraguay Department;Paraguay
PA000086134;Concepcion;-23.43;-57.417;Concepción;Concepción;Concepción Department;Paraguay
PA000086297;Encarnacion;-27.3;-55.9;P32X+2X;Encarnacion;Itapúa Department;Paraguay
PAM00086097;Pedro Juan Caballero;-22.6;-55.833;15 de Agosto;Pedro Juan Caballero;Amambay;Paraguay
PAM00086128;Pozo Colorado;-23.5;-58.783;Pozo Colorado;Villa Hayes;Presidente Hayes Department;Paraguay
PAM00086170;Gral. Bruguez;-24.75;-58.833;;;;
PAM00086185;San Pedro;-24.067;-57.083;San Pedro del Ycuamandiyú;San Pedro del Ycuamandyyú;San Pedro Department;Paraguay
PAM00086192;San Estanislao;-24.667;-56.433;San Estanislao;San Estanislao;San Pedro Department;Paraguay
PAM00086210;Saltos Del Guaira;-24.033;-54.35;San Blas;Salto del Guairá;Canindeyú;Paraguay
PAM00086218;Silvio Pettirossi Intl;-25.24;-57.519;QF6J+29;Luque;Central Department;Paraguay
PAM00086221;Paraguari;-25.633;-57.133;Paraguari;Paraguarí;Paraguarí Department;Paraguay
PAM00086233;Villarrica;-25.767;-56.433;6HM8+6R;Villarrica;Guairá Department;Paraguay
PAM00086234;Coronel Oviedo;-25.467;-56.4;GHMX+6X;Coronel Oviedo;Caaguazú Department;Paraguay
PAM00086255;Pilar;-26.85;-58.317;Pilar;Pilar;Ñeembucú Department;Paraguay
PAM00086260;San Juan Bautista;-26.667;-57.15;San Juan Bautista;San Juan Bautista de las Misiones;Misiones Department;Paraguay
PAM00086268;Caazapa;-26.183;-56.367;Caazapa;Caazapá;Caazapá Department;Paraguay
PAM00086285;Capitan Meza;-26.933;-55.2;Edelira 1;Capitán Meza;Itapúa;Paraguay
PE000084377;Iquitos;-3.783;-73.3;Maynas;Loreto;Peru;16008
PE000084455;Tarapoto;-6.5;-76.367;San Martín;San Martín;Peru;22201
PE000084752;Arequipa;-16.332;-71.567;Cerro Colorado District;Arequipa;Arequipa;Peru
