codigo_estacion;nombre;latitud;longitud;comuna;provincia;region;pais
03340001;Caldera;-27.0692;-70.8156;Caldera;Copiapo;Atacama;Chile
03404002;Jorquera En La Guardia;-27.8364;-69.755;;;;
03414001;Rio Pulido En Vertedero;-28.0858;-69.9408;Tierra Amarilla;Copiapo;Atacama;Chile
03414002;Iglesia Colorada;-28.1572;-69.8808;Tierra Amarilla;Copiapo;Atacama;Chile
03421004;Manflas;-28.1336;-69.975;Tierra Amarilla;Copiapo;Atacama;Chile
03430003;Rio Copiapo En Pastillo;-28.0003;-69.9747;Tierra Amarilla;Copiapo;Atacama;Chile
03430006;Lautaro Embalse;-27.9783;-70.0033;Tierra Amarilla;Copiapo;Atacama;Chile
03430007;Los Loros;-27.8317;-70.1119;Tierra Amarilla;Copiapo;Atacama;Chile
03431001;Rio Copiapo En La Puerta;-27.8044;-70.1269;Tierra Amarilla;Copiapo;Atacama;Chile
03431004;Elibor Campamento;-27.7167;-70.1953;Tierra Amarilla;Copiapo;Atacama;Chile
03441001;Pastos Grandes;-27.1142;-69.5642;Copiapó;Copiapo;Atacama;Chile
03450004;Copiapo;-27.3772;-70.3308;Copiapó;Copiapo;Atacama;Chile
03604001;El Totoral;-27.9022;-70.9575;Copiapó;Copiapo;Atacama;Chile
03701001;Canto De Agua;-28.0992;-70.7811;Huasco;Huasco;Atacama;Chile
03802001;Rio Conay En Las Lozas;-28.9456;-70.1011;Alto del Carmen;Huasco Province;Atacama;Chile
03802005;Conay;-28.975;-70.1533;Alto del Carmen;Huasco Province;Atacama;Chile
03802006;Conay En Albaricoque;-28.9519;-70.1106;Alto del Carmen;Huasco Province;Atacama;Chile
03804005;El Parral;-28.9797;-70.1986;Alto del Carmen;Huasco;Atacama;Chile
03804006;El Corral;-29.1383;-70.3778;Alto del Carmen;Huasco Province;Atacama;Chile
03804007;Junta Del Carmen;-28.7539;-70.4817;Alto del Carmen;Huasco;Atacama;Chile
03806002;El Transito;-28.8731;-70.2822;Alto del Carmen;Huasco;Atacama;Chile
03814003;Rio Carmen En El Corral;-29.1094;-70.4139;Alto del Carmen;Huasco Province;Atacama;Chile
03815004;San Felix;-28.9311;-70.4614;Alto del Carmen;Huasco Province;Atacama;Chile
03820001;Rio Huasco En Algodones;-28.7306;-70.5067;Vallenar;Huasco Province;Atacama;Chile
03820002;Rio Huasco En Chepica;-28.6997;-70.55;Vallenar;Huasco Province;Atacama;Chile
03820004;Santa Juana;-28.6672;-70.6625;Vallenar;Huasco;Atacama;Chile
03823003;Vallenar Dga;-28.5861;-70.7397;Vallenar;Huasco Province;Atacama;Chile
03823004;La Compaia (Vallenar);-28.5761;-70.8081;Vallenar;Huasco Province;Atacama;Chile
03825004;Freirina;-28.5072;-71.0806;Freirina;Huasco;Atacama;Chile
03826003;Huasco Bajo;-28.4725;-71.1931;Huasco;Huasco;Atacama;Chile
03940001;Domeiko;-28.9544;-70.8936;Vallenar;Huasco;Atacama;Chile
04120001;El Trapiche;-29.3731;-71.1181;La Higuera;Elqui;Coquimbo;Chile
04301005;La Laguna Embalse;-30.2033;-70.0422;;;;
04302001;Rio Toro Antes Junta Rio La Laguna;-29.9711;-70.0928;Vicuña;Elqui;Coquimbo;Chile
04302014;Juntas;-29.9769;-70.0944;Vicuña;Elqui;Coquimbo;Chile
04306002;Huanta;-29.8478;-70.3847;Vicuña;Elqui;Coquimbo;Chile
04308001;Rio Turbio En Varillar;-29.9458;-70.5328;Vicuña;Elqui;Coquimbo;Chile
04308003;Rivadavia;-29.9772;-70.5617;Vicuña;Elqui;Coquimbo;Chile
04311003;Pisco Elqui Dmc;-30.1217;-70.4933;Paihuano;Elqui;Coquimbo;Chile
04311004;Los Nichos;-30.1472;-70.4983;Paihuano;Elqui;Coquimbo;Chile
04311005;La Ortiga;-30.1939;-70.4819;Paihuano;Elqui;Coquimbo;Chile
04313003;Cochiguaz;-30.1414;-70.4047;Paihuano;Elqui;Coquimbo;Chile
04314002;Rio Claro En Rivadavia;-29.9781;-70.5525;Vicuña;Elqui;Coquimbo;Chile
04314003;Monte Grande;-30.0894;-70.4939;Paiguano;Elqui Province;Coquimbo;Chile
04320001;Rio Elqui En Algarrobal;-29.9953;-70.5867;Vicuña;Elqui;Coquimbo;Chile
04320003;Vicua (Inia);-30.0567;-70.7167;Vicuña;Elqui Province;Coquimbo;Chile
04323007;Almendral;-29.9822;-70.9186;Vicuña;Elqui;Coquimbo;Chile
04335002;La Serena (Escuela Agricola);-29.9061;-71.2556;La Serena;Elqui;Coquimbo;Chile
04501001;Rio Hurtado En San Agustin;-30.4622;-70.5361;Río Hurtado;Limarí;Coquimbo;Chile
04501003;Pabellon;-30.4111;-70.5544;Río Hurtado;Limarí;Coquimbo;Chile
04502005;Hurtado;-30.2867;-70.6961;Río Hurtado;Limarí;Coquimbo;Chile
04503001;Rio Hurtado En Angostura De Pangue;-30.4386;-71.0022;Ovalle;Limarí;Coquimbo;Chile
04503003;Pichasca;-30.3922;-70.8678;Río Hurtado;Limarí;Coquimbo;Chile
04506007;Recoleta Embalse;-30.5069;-71.0997;Ovalle;Limarí Province;Coquimbo;Chile
04511002;Rio Grande En Las Ramadas;-31.0117;-70.5811;Monte Patria;Limarí;Coquimbo;Chile
04511003;Las Ramadas;-31.0181;-70.5858;Monte Patria;Limarí;Coquimbo;Chile
04512002;Tascadero;-31.0153;-70.6664;Monte Patria;Limarí;Coquimbo;Chile
04513001;Rio Grande En Cuyano;-30.9242;-70.7731;Monte Patria;Limarí;Coquimbo;Chile
04513003;Tulahuen;-30.9669;-70.7639;Monte Patria;Limarí;Coquimbo;Chile
04513004;Caren;-30.8547;-70.7708;Monte Patria;Limarí;Coquimbo;Chile
04522003;Rapel;-30.7211;-70.7753;Monte Patria;Limarí;Coquimbo;Chile
04523002;Rio Grande En Puntilla San Juan;-30.7047;-70.9244;Monte Patria;Limarí Province;Coquimbo;Chile
04530001;Rio Cogoti En Fraguita;-31.1119;-70.885;Combarbala;Limarí Province;Coquimbo;Chile
04531002;Rio Cogoti Entrada Embalse Cogoti;-31.0325;-71.0403;Combarbala;Limarí Province;Coquimbo;Chile
04531003;Cogoti 18;-31.0836;-70.95;Combarbala;Limarí Province;Coquimbo;Chile
04532006;Combarbala;-31.1736;-71.0008;Combarbala;Limarí Province;Coquimbo;Chile
04535001;Cogoti Embalse;-31.0078;-71.0856;Combarbala;Limarí Province;Coquimbo;Chile
04537003;El Tome;-30.8178;-70.9706;Monte Patria;Limarí;Coquimbo;Chile
04540005;Sotaqui;-30.6306;-71.1194;Ovalle;Limarí;Coquimbo;Chile
04540006;Paloma Embalse;-30.6958;-71.0361;Ovalle;Limarí;Coquimbo;Chile
04551005;Ovalle Dga;-30.6006;-71.2;Ovalle;Limarí;Coquimbo;Chile
04552002;La Torre;-30.6164;-71.3742;Ovalle;Limarí;Coquimbo;Chile
04554003;La Placilla;-30.8883;-71.3075;Punitaqui;Limarí Province;Coquimbo;Chile
04555001;Punitaqui;-30.8278;-71.25;Punitaqui;Limarí Province;Coquimbo;Chile
04610001;Pea Blanca;-30.9;-71.5503;Ovalle;Limarí;Coquimbo;Chile
04703002;Rio Choapa En Cuncumen;-31.9667;-70.5944;Salamanca;Choapa;Coquimbo;Chile
04703003;Cuncumen;-31.9336;-70.6133;Salamanca;Choapa;Coquimbo;Chile
04704001;Rio Cuncumen Antes Junta Choapa (Chacay);-31.8167;-70.6;Salamanca;Choapa;Coquimbo;Chile
04710001;La Tranquilla;-31.9;-70.6706;Salamanca;Choapa;Coquimbo;Chile
04711001;Rio Choapa En Salamanca;-31.8117;-70.9303;Salamanca;Choapa;Coquimbo;Chile
04711003;Coiron;-31.9019;-70.7708;Salamanca;Choapa;Coquimbo;Chile
04711004;Salamanca;-31.7758;-70.9669;Salamanca;Choapa;Coquimbo;Chile
04712001;Rio Chalinga En La Palmilla;-31.6958;-70.7158;Salamanca;Choapa;Coquimbo;Chile
04713004;San Agustin;-31.7289;-70.8317;Salamanca;Choapa;Coquimbo;Chile
04716005;Limahuida;-31.745;-71.1619;Illapel;Choapa;Coquimbo;Chile
04721001;Rio Illapel En Las Burras;-31.5069;-70.8125;Illapel;Choapa;Coquimbo;Chile
04721002;Las Burras;-31.5331;-70.8211;Illapel;Choapa;Coquimbo;Chile
04723001;Rio Illapel En Huintil;-31.5608;-70.9644;Illapel;Choapa;Coquimbo;Chile
04723002;Huintil;-31.5669;-70.9817;Illapel;Choapa;Coquimbo;Chile
04726001;Rio Illapel En El Peral;-31.6647;-71.2547;Illapel;Choapa Province;Coquimbo;Chile
04726003;Illapel Dga;-31.645;-71.1908;Illapel;Choapa Province;Coquimbo;Chile
04730004;Mincha Norte;-31.5875;-71.4453;Canela;Choapa;Coquimbo;Chile
04732001;La Canela Dmc;-31.3986;-71.4569;Canela;Choapa;Coquimbo;Chile
04810001;Estero Pupio En El Romero;-31.9481;-71.0747;Los Vilos;Choapa;Coquimbo;Chile
04810003;Caimanes;-31.9322;-71.1361;Los Vilos;Choapa;Coquimbo;Chile
04820001;Los Vilos Dmc;-31.9103;-71.5086;Los Vilos;Choapa;Coquimbo;Chile
04900002;Culimo Embalse;-32.0675;-71.2225;Los Vilos;Choapa;Coquimbo;Chile
04900003;Quelon;-32.1444;-71.1628;Los Vilos;Choapa;Coquimbo;Chile
04902002;Los Condores;-32.1086;-71.3125;Los Vilos;Choapa;Coquimbo;Chile
04902003;Quilimari;-32.1175;-71.5;Los Vilos;Choapa;Coquimbo;Chile
05100001;Rio Sobrante En Piadero;-32.2253;-70.7119;Petorca;Petorca;Valparaíso;Chile
05100005;El Trapiche;-32.2286;-70.71;Petorca;Petorca;Valparaíso;Chile
05100006;El Sobrante Hacienda;-32.2261;-70.7839;Petorca;Petorca;Valparaíso;Chile
05101005;Pedernal Hacienda;-32.0836;-70.8;Petorca;Petorca;Valparaíso;Chile
05101006;Chalaco;-32.1836;-70.7833;Petorca;Petorca;Valparaíso;Chile
05110002;Rio Petorca En Peon O Hierro Viejo;-32.2786;-70.9889;Petorca;Petorca;Valparaíso;Chile
05110003;Hierro Viejo;-32.2756;-70.9997;Petorca;Petorca;Valparaíso;Chile
05111001;Palquico;-32.2528;-71.1386;Petorca;Petorca;Valparaíso;Chile
05111002;Frutillar Alto;-32.1567;-71.03;Petorca;Petorca Province;Valparaíso;Chile
05111004;El Salvador;-32.3058;-71.0792;Petorca;Petorca;Valparaíso;Chile
05120003;Artificio;-32.3914;-71.0931;Cabildo;Petorca;Valparaíso;Chile
05120004;Las Colmenas;-32.3075;-71.2425;La Ligua;Petorca;Valparaíso;Chile
05120006;Longotoma;-32.3919;-71.375;La Ligua;Petorca;Valparaíso;Chile
05200001;Rio Alicahue En Colliguay;-32.33;-70.7381;Cabildo;Petorca;Valparaíso;Chile
05200006;Alicahue;-32.3408;-70.7528;Cabildo;Petorca;Valparaíso;Chile
05200007;La Mostaza;-32.4186;-70.6808;Putaendo;San Felipe de Aconcagua;Valparaíso;Chile
05210002;La Via;-32.4261;-70.9167;Cabildo;Petorca;Valparaíso;Chile
05211003;Mina Cerro Negro;-32.5864;-70.8694;Catemu;San Felipe de Aconcagua;Valparaíso;Chile
05211004;Las Puertas;-32.4856;-70.9319;Cabildo;Petorca;Valparaíso;Chile
05220006;Chacrilla;-32.4267;-71.0606;Cabildo;Petorca;Valparaíso;Chile
05220007;Las Pataguas;-32.5333;-71.1294;La Ligua;Petorca Province;Valparaíso;Chile
05221005;Valle Hermoso;-32.4372;-71.2067;La Ligua;Petorca;Valparaíso;Chile
05310001;Laguna De Zapallar;-32.5919;-71.4322;Zapallar;Petorca;Valparaíso;Chile
05320001;Estero Quintero En Valle Alegre;-32.7936;-71.4161;Puchuncavi;Valparaíso Province;Valparaíso;Chile
05401003;Rio Juncal En Juncal;-32.8625;-70.1675;Los Andes;Los Andes;Valparaíso;Chile
05403002;Rio Aconcagua En Rio Blanco;-32.9067;-70.3036;Los Andes;Los Andes;Valparaíso;Chile
05403006;Riecillos;-32.9228;-70.3553;Los Andes;Los Andes;Valparaíso;Chile
05404001;Canal Colorado En Bocatoma;-32.8347;-70.3533;San Esteban;Los Andes;Valparaíso;Chile
05410002;Rio Aconcagua En Chacabuquito;-32.8503;-70.5094;San Esteban;Los Andes;Valparaíso;Chile
05410005;Rio Aconcagua En San Felipe;-32.7572;-70.7367;San Felipe;San Felipe de Aconcagua;Valparaíso;Chile
05410006;Vilcuya;-32.8603;-70.4719;Los Andes;Los Andes;Valparaíso;Chile
05410007;Los Andes;-32.8336;-70.6;Los Andes;Los Andes;Valparaíso;Chile
05410008;San Felipe;-32.7472;-70.7247;San Felipe;San Felipe de Aconcagua;Valparaíso;Chile
05411001;Estero Pocuro En El Sifon;-32.9164;-70.5403;Calle Larga;Los Andes;Valparaíso;Chile
05414001;Rio Putaendo En Resguardo Los Patos;-32.5017;-70.5811;Putaendo;San Felipe de Aconcagua;Valparaíso;Chile
05414004;Resguardo Los Patos;-32.4989;-70.5789;Putaendo;San Felipe de Aconcagua;Valparaíso;Chile
05414005;El Tartaro;-32.5669;-70.7;Putaendo;San Felipe de Aconcagua;Valparaíso;Chile
05415004;Jahuel;-32.6836;-70.6;Santa Maria;San Felipe de Aconcagua;Valparaíso;Chile
05421005;Catemu;-32.7344;-70.9342;Catemu;San Felipe de Aconcagua;Valparaíso;Chile
05422002;Las Chilcas;-32.9319;-70.8178;Tiltil;Chacabuco;Región Metropolitana;Chile
05423003;Rio Aconcagua En Romeral;-32.8403;-71.0256;Llayllay;San Felipe de Aconcagua;Valparaíso;Chile
05423013;Estero Rabuco;-32.8506;-71.1167;Hijuelas;Quillota;Valparaíso;Chile
05424005;El Cobre;-32.6531;-71.1964;Nogales;Quillota;Valparaíso;Chile
05425003;Lo Rojas;-32.8119;-71.2653;La Cruz;Quillota;Valparaíso;Chile
05426004;Quillota;-32.8958;-71.2092;Quillota;Quillota;Valparaíso;Chile
05427006;Lliu-Lliu Embalse;-33.0986;-71.2144;Limache;Marga Marga;Valparaíso;Chile
05427007;Los Aromos;-32.9578;-71.345;Limache;Marga Marga;Valparaíso;Chile
05427008;Quebrada Alvarado;-33.0506;-71.1;Olmue;Marga Marga;Valparaíso;Chile
05500001;Las Piedras;-33.1542;-71.3428;Quilpué;Marga Marga;Valparaíso;Chile
05500003;Las Salinas;-33.0019;-71.5467;Viña del Mar;Valparaiso;Valparaíso;Chile
05510001;Rodelillo;-33.0503;-71.5833;Valparaíso;Valparaiso;Valparaíso;Chile
05510002;Lago Peuelas;-33.145;-71.5553;Valparaíso;Valparaiso;Valparaíso;Chile
05510005;Cerro Colorado Armada De Chile;-33.0819;-71.6169;Valparaíso;Valparaiso;Valparaíso;Chile
05520001;Casablanca;-33.3278;-71.4131;Casablanca;Valparaiso;Valparaíso;Chile
05520002;Tapihue;-33.2897;-71.2914;Casablanca;Valparaiso;Valparaíso;Chile
05530002;San Antonio (Pta. Panul);-33.5747;-71.625;San Antonio;San Antonio;Valparaíso;Chile
05530003;Lagunillas;-33.4394;-71.4506;Casablanca;Valparaiso;Valparaíso;Chile
05530005;Algarrobo;-33.4389;-71.6239;El Tabo;San Antonio;Valparaíso;Chile
05702001;Rio Volcan En Queltehues;-33.8056;-70.2089;San José de Maipo;Cordillera;Región Metropolitana;Chile
05702011;Glaciar San Franciscoen Aguas Panimavida;-33.8053;-70.07;San José de Maipo;Cordillera;Región Metropolitana;Chile
05703008;El Yeso Embalse;-33.6767;-70.0886;San José de Maipo;Cordillera;Región Metropolitana;Chile
05704002;Rio Maipo En San Alfonso;-33.7347;-70.3008;San José de Maipo;Cordillera;Región Metropolitana;Chile
05704004;San Gabriel;-33.7825;-70.2394;San José de Maipo;Cordillera;Región Metropolitana;Chile
05704006;San Jose De Maipo Reten;-33.6361;-70.3531;San José de Maipo;Cordillera;Región Metropolitana;Chile
05705001;Rio Colorado Antes Junta Rio Olivares;-33.49;-70.1342;San José de Maipo;Cordillera;Región Metropolitana;Chile
05706001;Rio Olivares Antes Junta Rio Colorado;-33.4878;-70.1367;San José de Maipo;Cordillera;Región Metropolitana;Chile
05706003;Valle Olivares;-33.1869;-70.1122;;;;
05707003;Maitenes Bocatoma;-33.5311;-70.2617;San José de Maipo;Cordillera;Región Metropolitana;Chile
05710001;Rio Maipo En El Manzano;-33.5939;-70.3792;Cordillera;Región Metropolitana;Chile;9460000
05710007;La Obra Recinto Emos;-33.5914;-70.4853;San José de Maipo;Cordillera;Región Metropolitana;Chile
05711003;Pirque;-33.6736;-70.5869;Pirque;Cordillera Province;Santiago Metropolitan Region;Chile
05716001;Rio Angostura En Valdivia De Paine;-33.8111;-70.8836;Paine;Maipo Province;Santiago Metropolitan Region;Chile
05716005;Laguna Aculeo;-33.8858;-70.8775;Paine;Maipo Province;Santiago Metropolitan Region;Chile
05717008;El Vergel;-33.6958;-70.9236;Talagante;Talagante;Región Metropolitana;Chile
05720001;Rio Molina Antes Junta San Francisco;-33.3733;-70.3961;Lo Barnechea;Santiago;Región Metropolitana;Chile
05721001;Estero Yerba Loca Antes Junta San Francisco;-33.3414;-70.3636;Lo Barnechea;Santiago;Región Metropolitana;Chile
05721016;Rio San Francisco Antes Junta Estero Yerba Loca;-33.3086;-70.3572;Lo Barnechea;Santiago;Región Metropolitana;Chile
05721017;Estero Yerba Loca En Piedra Carvajal;-33.2214;-70.2736;Lo Barnechea;Santiago;Región Metropolitana;Chile
05722001;Estero Arrayan En La Montosa;-33.3256;-70.4561;Lo Barnechea;Santiago Province;Santiago Metropolitan Region;Chile
05722002;Rio Mapocho En Los Almendros;-33.3703;-70.4508;Lo Barnechea;Santiago;Región Metropolitana;Chile
05730008;Quebrada Ramon En Recinto Emos;-33.4331;-70.5142;Las Condes;Santiago Province;Santiago Metropolitan Region;Chile
05730012;Cerro Calan;-33.395;-70.5367;Las Condes;Santiago;Región Metropolitana;Chile
05730013;Antupiren;-33.4964;-70.5164;Peñalolén;Santiago Province;Santiago Metropolitan Region;Chile
05730016;Terraza Oficinas Centrales Dga;-33.4486;-70.6444;Santiago;Santiago;Región Metropolitana;Chile
05730039;Quebrada De Macul;-33.5017;-70.5144;La Florida;Santiago Province;Santiago Metropolitan Region;Chile
05732001;Huechun Embalse;-33.0856;-70.8017;Tiltil;Chacabuco;Región Metropolitana;Chile
05732002;Huechun Andina;-33.0758;-70.7686;Tiltil;Chacabuco;Región Metropolitana;Chile
05733006;Rincon De Los Valles;-32.9475;-70.7536;Tiltil;Chacabuco;Región Metropolitana;Chile
05733007;Caleu;-33.0053;-70.9933;Tiltil;Chacabuco;Región Metropolitana;Chile
05733008;Rungue Embalse;-33.0194;-70.9081;Tiltil;Chacabuco;Región Metropolitana;Chile
05733010;Fundo Las Bateas;-32.9472;-70.8064;Tiltil;Chacabuco;Región Metropolitana;Chile
05737002;Rio Mapocho Rinconada De Maipu;-33.4961;-70.8167;Maipu;Santiago Province;Santiago Metropolitan Region;Chile
05737008;Fundo Marruecos;-33.5503;-70.8167;Padre Hurtado;Talagante;Región Metropolitana;Chile
05740004;Carmen De Las Rosas;-33.7597;-71.1514;Región Metropolitana;Melipilla;Melipilla;Chile
05740005;Melipilla;-33.6803;-71.1997;Melipilla;Melipilla;Región Metropolitana;Chile
05741002;Colliguay;-33.1686;-71.1467;Quilpué;Marga Marga;Valparaíso;Chile
05744002;Los Panguiles;-33.4386;-71.0256;Curacavi;Melipilla Province;Santiago Metropolitan Region;Chile
05744003;Ibacache Alto;-33.4797;-71.2811;Maria Pinto;Melipilla Province;Santiago Metropolitan Region;Chile
05745001;Mallarauco;-33.5697;-71.1061;Melipilla;Melipilla;Región Metropolitana;Chile
05746001;Estero Puangue En Ruta 78;-33.6614;-71.3372;Melipilla;Melipilla;Región Metropolitana;Chile
05747001;Los Guindos;-33.8908;-71.2408;Melipilla;Melipilla;Región Metropolitana;Chile
05748001;Rio Maipo En Cabimbao;-33.7219;-71.555;San Antonio;San Antonio;Valparaíso;Chile
05748003;Cerrillos De Leyda;-33.6344;-71.5106;San Antonio;San Antonio;Valparaíso;Chile
05800002;Fundo Las Dos Puertas;-33.8622;-71.6631;Santo Domingo;San Antonio;Valparaíso;Chile
06000003;Rio Las Leas Ante Junta Rio Cachapoal;-34.3628;-70.3056;Machalí;Cachapoal;O'Higgins;Chile
06000004;Laguna El Yeso;-34.4078;-70.21;;;;
06003001;Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal;-34.3464;-70.3764;Machalí;Cachapoal;O'Higgins;Chile
06003004;Glaciar Cipreses;-34.5322;-70.4153;;;;
06006001;Rio Pangal En Pangal;-34.2467;-70.3281;Machalí;Cachapoal;O'Higgins;Chile
06008009;Canal Sauzal En Puente Termas;-34.2403;-70.5506;Machalí;Cachapoal;O'Higgins;Chile
06010015;Rancagua (Cachapoal - Dcp);-34.1908;-70.7508;Rancagua;Cachapoal;O'Higgins;Chile
06011001;Estero De La Cadena Antes Junta Rio Cachapoal;-34.1842;-70.8436;Rancagua;Cachapoal;O'Higgins;Chile
06012003;Coltauco;-34.2875;-71.08;Coltauco;Cachapoal;O'Higgins;Chile
06013001;Rio Claro En Hacienda Las Nieves;-34.4922;-70.7028;Rengo;Cachapoal;O'Higgins;Chile
06013005;Popeta;-34.4369;-70.7794;Rengo;Cachapoal;O'Higgins;Chile
06013008;Laguna Los Cristales;-34.5606;-70.5097;Rengo;Cachapoal;O'Higgins;Chile
06015003;Rengo;-34.4217;-70.8667;Rengo;Cachapoal;O'Higgins;Chile
06016004;San Fernando;-34.5983;-70.9686;San Fernando;Colchagua;O'Higgins;Chile
06018010;Millahue;-34.5264;-71.2122;San Vicente;Cachapoal;O'Higgins;Chile
06019003;Rio Cachapoal En Puente Arqueado (Ca);-34.2731;-71.3717;Las Cabras;Cachapoal;O'Higgins;Chile
06019005;Pichidegua;-34.2872;-71.4058;Pichidegua;Cachapoal;O'Higgins;Chile
06023000;Glaciar Universidad En Rio San Andres;-34.7197;-70.3592;;;;
06027001;Rio Claro En El Valle;-34.6867;-70.8739;San Fernando;Colchagua;O'Higgins;Chile
06027003;La Rufina;-34.7428;-70.7519;San Fernando;Colchagua;O'Higgins;Chile
06028001;Rio Tinguiririca Bajo Los Briones;-34.7186;-70.8267;San Fernando;Colchagua;O'Higgins;Chile
06034003;Convento Viejo;-34.7694;-71.1331;Chepica;Colchagua;O'Higgins;Chile
06036001;La Candelaria;-34.7808;-71.4142;Chepica;Colchagua;O'Higgins;Chile
06040001;Villa Alhue;-34.035;-71.0944;Alhué;Melipilla;Región Metropolitana;Chile
06042004;Barrera Loncha;-34.0833;-71.1886;Alhué;Melipilla;Región Metropolitana;Chile
06044001;Cocalan;-34.2033;-71.2764;Las Cabras;Cachapoal;O'Higgins;Chile
06055003;Litueche;-34.1206;-71.7258;Litueche;Cardenal Caro;O'Higgins;Chile
06056003;Rapel;-33.9458;-71.7336;Navidad;Cardenal Caro;O'Higgins;Chile
06120001;Pichilemu;-34.3844;-72.0044;Pichilemu;Cardenal Caro;O'Higgins;Chile
06130001;El Membrillo;-34.8056;-71.6289;Lolol;Colchagua;O'Higgins;Chile
06130002;Ranguili;-34.8661;-71.7486;Lolol;Colchagua;O'Higgins;Chile
06130003;La Palma;-34.9514;-71.5856;Hualañé;Curicó;Maule;Chile
06132002;Nilahue Barahona;-34.5742;-71.7653;Pumanque;Colchagua;O'Higgins;Chile
07103003;Los Quees;-35.0008;-70.8119;Romeral;Curicó;Maule;Chile
07104002;Rio Teno Despues De Junta Con Claro;-34.9961;-70.8206;Teno;Curicó;Maule;Chile
07104005;El Manzano;-34.9633;-70.9178;Teno;Curicó;Maule;Chile
07106007;Santa Susana;-34.9114;-71.0353;Teno;Curicó;Maule;Chile
07115001;Rio Palos En Junta Con Colorado;-35.2744;-71.0156;Curicó;Curicó;Maule;Chile
07116004;Monte Oscuro;-35.1242;-70.9747;Curicó;Curicó;Maule;Chile
07116005;Potrero Grande;-35.1833;-71.0978;Curicó;Curicó;Maule;Chile
07118003;Curico;-34.9811;-71.2361;Curicó;Curicó;Maule;Chile
07119007;Lontue;-35.0422;-71.2906;Sagrada Familia;Curicó;Maule;Chile
07120002;Laguna De Torca;-34.7675;-72.065;Vichuquén;Curicó;Maule;Chile
07121003;Villa Prat;-35.0969;-71.6139;Sagrada Familia;Curicó;Maule;Chile
07123001;Rio Mataquito En Licanten;-34.9844;-72.01;Licantén;Curicó;Maule;Chile
07200001;Gualleco;-35.2439;-71.98;Curepto;Talca;Maule;Chile
07210001;Putu;-35.2183;-72.2833;Constitución;Talca;Maule;Chile
07301001;Los Condores;-36.0106;-70.5589;;;;
07303000;Rio Maule En Los BaÑOs;-35.8197;-70.7606;San Clemente;Talca;Maule;Chile
07306001;Rio Cipreses En Dasague Laguna La Invernada;-35.7381;-70.7778;San Clemente;Talca;Maule;Chile
07317005;Rio Melado En El Salto;-35.8842;-71.0192;Colbún;Linares;Maule;Chile
07320002;Armerillo;-35.7011;-71.0772;;;;
07320003;Rio Claro En San Carlos;-35.6989;-71.0683;;;;
07321002;Rio Maule En Armerillo;-35.7061;-71.1139;Colbún;Linares;Maule;Chile
07330001;Rio Perquilauquen En San Manuel;-36.3758;-71.6233;Parral;Linares Province;Maule;Chile
07331002;Digua Embalse;-36.2558;-71.5481;Retiro;Linares;Maule;Chile
07332003;San Manuel En Perquilauquen;-36.3581;-71.6494;Parral;Linares Province;Maule;Chile
07335004;Quella;-36.0572;-72.0892;Cauquenes;Cauquenes Province;Maule;Chile
07336003;El Alamo;-36.1128;-72.4214;Cauquenes;Cauquenes;Maule;Chile
07337002;Tutuven Embalse;-35.8967;-72.3736;Cauquenes;Cauquenes;Maule;Chile
07340002;La Estrella;-35.7825;-72.1869;Cauquenes;Cauquenes;Maule;Chile
07340003;Los Huinganes En Curipeumo;-35.9844;-71.9122;Retiro;Linares;Maule;Chile
07341002;Nirivilo;-35.5389;-72.0914;San Javier;Linares Province;Maule;Chile
07342002;Huerta Del Maule;-35.6614;-71.9461;San Javier;Linares Province;Maule;Chile
07345001;Parral;-36.1878;-71.8283;Parral;Linares Province;Maule;Chile
07350001;Rio Longavi En La Quiriquina;-36.2303;-71.4569;Retiro;Linares;Maule;Chile
07350006;Bullileo Embalse;-36.285;-71.4142;;;;
07350007;Embalse Bullileo (Lago);-36.2972;-71.4083;;;;
07352002;La Sexta De Longavi;-36.1128;-71.6156;Retiro;Linares;Maule;Chile
07352003;Liguay;-35.9478;-71.6842;Longavi;Linares Province;Maule;Chile
07353001;Juan Amigo;-36.0758;-71.3908;Linares;Linares;Maule;Chile
07355002;Rio Ancoa En El Morro;-35.9086;-71.2981;Linares;Linares;Maule;Chile
07355006;Hornillo;-35.8672;-71.1172;Colbún;Linares;Maule;Chile
07355007;Ancoa Embalse;-35.9106;-71.2958;Linares;Linares;Maule;Chile
07357003;Melozal;-35.7856;-71.7664;San Javier;Linares;Maule;Chile
07358007;Linares;-35.8381;-71.5953;Linares;Linares;Maule;Chile
07358008;Colbun (Maule Sur);-35.6242;-71.4022;Yerbas Buenas;Linares;Maule;Chile
07359001;Rio Loncomilla En Las Brisas;-35.6169;-71.7678;San Javier;Linares;Maule;Chile
07359005;San Javier;-35.595;-71.6572;San Javier;Linares;Maule;Chile
07370001;Fundo El Radal;-35.4189;-71.0431;Río Claro;Talca;Maule;Chile
07371002;Agua Fria;-35.3131;-71.0983;Río Claro;Talca;Maule;Chile
07373003;El Guindo;-35.2578;-71.3239;Río Claro;Talca;Maule;Chile
07373004;San Rafael;-35.3064;-71.5233;San Rafael;Talca Province;Maule;Chile
07374004;Vilches Alto;-35.5931;-71.0869;San Clemente;Talca;Maule;Chile
07374005;Huapi;-35.4864;-71.2931;San Clemente;Talca;Maule;Chile
